Python,Java,JavaScript,React,Node,Express,MongoDB,SQL,HTML,CSS,Git,DSA,Communication,Problem_Solving,Projects_Count,Internship_Count,Certification_Count,Interested_Domain,Career_Role
0.99,0.0,0.36,0.34,0.0,0.23,0.34,0.64,0.05,0.18,0.7,0.49,0.85,0.95,1,2,1,4,Data Scientist
0.89,0.37,0.34,0.11,0.0,0.0,0.3,0.74,0.06,0.04,0.63,0.8,0.31,0.77,2,1,3,4,Data Scientist
1.0,0.22,0.24,0.19,0.0,0.18,0.27,0.58,0.19,0.05,0.75,0.47,0.69,1.0,3,3,3,4,Data Scientist
0.91,0.28,0.41,0.2,0.08,0.0,0.25,0.68,0.0,0.23,0.77,0.67,0.39,0.99,2,2,4,4,Data Scientist
1.0,0.29,0.35,0.16,0.19,0.06,0.44,0.75,0.0,0.13,0.44,0.89,0.57,1.0,3,3,1,4,Data Scientist
0.87,0.33,0.07,0.11,0.0,0.12,0.54,0.79,0.1,0.0,0.64,0.86,0.54,1.0,2,2,3,4,Data Scientist
0.97,0.16,0.16,0.0,0.15,0.15,0.13,0.79,0.02,0.05,0.92,0.99,0.43,0.75,3,1,3,4,Data Scientist
0.96,0.12,0.24,0.0,0.24,0.0,0.27,0.61,0.14,0.08,0.73,0.93,0.69,0.9,4,2,1,4,Data Scientist
1.0,0.25,0.08,0.08,0.0,0.0,0.19,0.71,0.12,0.0,0.41,0.98,0.61,1.0,4,1,3,4,Data Scientist
0.99,0.2,0.38,0.0,0.16,0.19,0.44,0.69,0.12,0.22,0.88,0.76,0.63,1.0,3,2,1,4,Data Scientist
0.91,0.05,0.0,0.16,0.16,0.22,0.34,0.25,0.16,0.0,0.48,0.56,0.35,0.93,3,2,1,4,Data Scientist
0.92,0.37,0.37,0.11,0.31,0.03,0.07,0.51,0.02,0.16,0.56,0.72,0.45,0.82,4,3,3,4,Data Scientist
1.0,0.16,0.31,0.2,0.08,0.0,0.3,0.84,0.2,0.31,0.64,0.89,0.48,0.92,3,2,3,4,Data Scientist
0.95,0.15,0.14,0.06,0.08,0.13,0.26,0.85,0.0,0.23,0.66,0.78,0.6,0.98,1,3,3,4,Data Scientist
0.88,0.08,0.38,0.0,0.08,0.19,0.28,0.63,0.16,0.0,0.49,0.84,0.48,0.92,2,3,1,4,Data Scientist
0.88,0.35,0.21,0.31,0.15,0.13,0.31,0.8,0.0,0.11,0.69,0.89,0.58,0.78,2,3,3,4,Data Scientist
0.9,0.33,0.19,0.29,0.06,0.07,0.19,0.65,0.0,0.0,0.77,0.59,0.65,0.84,4,2,2,4,Data Scientist
1.0,0.2,0.36,0.03,0.0,0.01,0.51,0.52,0.1,0.1,0.64,0.75,0.61,0.83,1,3,3,4,Data Scientist
0.92,0.39,0.28,0.18,0.21,0.15,0.31,0.78,0.03,0.0,0.79,0.95,0.47,1.0,4,3,3,4,Data Scientist
0.98,0.21,0.26,0.27,0.2,0.16,0.39,0.73,0.0,0.27,0.71,0.69,0.46,0.79,4,1,3,4,Data Scientist
0.97,0.29,0.15,0.25,0.23,0.09,0.42,0.41,0.26,0.21,0.57,0.83,0.36,0.81,3,3,3,4,Data Scientist
1.0,0.28,0.17,0.0,0.0,0.14,0.28,0.49,0.09,0.33,0.54,0.67,0.4,0.85,2,3,3,4,AI/ML Engineer
0.91,0.24,0.23,0.0,0.0,0.02,0.12,0.65,0.29,0.0,0.47,0.84,0.73,0.93,4,1,2,4,AI/ML Engineer
1.0,0.1,0.25,0.03,0.15,0.13,0.26,0.52,0.27,0.33,0.7,0.78,0.35,0.9,3,1,2,4,AI/ML Engineer
0.84,0.19,0.27,0.2,0.3,0.02,0.24,0.32,0.1,0.0,0.57,0.95,0.32,0.92,4,2,3,4,AI/ML Engineer
1.0,0.35,0.1,0.23,0.1,0.1,0.06,0.28,0.0,0.11,0.71,1.0,0.55,0.53,4,3,4,4,AI/ML Engineer
0.98,0.33,0.0,0.2,0.01,0.12,0.03,0.34,0.14,0.0,0.58,0.87,0.48,0.89,2,3,3,4,AI/ML Engineer
1.0,0.24,0.29,0.12,0.0,0.09,0.0,0.31,0.0,0.34,0.51,1.0,0.56,0.79,4,2,1,4,AI/ML Engineer
1.0,0.31,0.06,0.27,0.11,0.18,0.2,0.27,0.22,0.15,0.68,0.9,0.6,0.93,3,2,3,4,AI/ML Engineer
0.9,0.18,0.13,0.0,0.0,0.27,0.3,0.13,0.13,0.05,0.64,0.55,0.5,0.86,2,2,3,4,AI/ML Engineer
0.93,0.33,0.04,0.29,0.1,0.13,0.13,0.24,0.03,0.13,0.78,0.87,0.54,0.81,2,3,3,4,AI/ML Engineer
0.99,0.12,0.07,0.15,0.1,0.15,0.4,0.49,0.25,0.11,0.6,0.84,0.4,1.0,2,2,2,4,AI/ML Engineer
1.0,0.28,0.18,0.19,0.16,0.27,0.18,0.48,0.19,0.06,0.69,0.85,0.35,0.8,4,1,2,4,AI/ML Engineer
0.9,0.36,0.16,0.19,0.12,0.16,0.11,0.3,0.21,0.09,0.73,0.81,0.61,0.78,2,1,3,4,AI/ML Engineer
0.97,0.27,0.3,0.0,0.0,0.0,0.33,0.3,0.22,0.12,0.83,0.72,0.42,0.9,2,2,4,4,AI/ML Engineer
0.98,0.21,0.28,0.13,0.03,0.09,0.17,0.52,0.18,0.0,0.93,0.82,0.71,0.94,3,2,2,4,AI/ML Engineer
0.78,0.3,0.33,0.09,0.0,0.12,0.14,0.54,0.2,0.04,0.79,0.88,0.66,0.94,2,1,3,4,AI/ML Engineer
1.0,0.18,0.09,0.1,0.0,0.07,0.14,0.28,0.2,0.11,0.92,0.89,0.65,0.76,4,3,3,4,AI/ML Engineer
1.0,0.33,0.37,0.0,0.14,0.0,0.25,0.44,0.07,0.01,0.66,0.86,0.53,1.0,4,2,3,4,AI/ML Engineer
0.87,0.38,0.02,0.02,0.0,0.07,0.14,0.35,0.2,0.11,0.8,1.0,0.75,0.83,2,2,3,4,AI/ML Engineer
0.94,0.38,0.18,0.28,0.22,0.0,0.13,0.47,0.09,0.0,0.58,0.88,0.61,0.96,2,3,3,4,AI/ML Engineer
0.79,0.25,0.08,0.12,0.0,0.02,0.09,0.37,0.11,0.07,0.88,0.95,0.41,0.89,2,2,3,4,AI/ML Engineer
0.96,0.35,0.12,0.2,0.18,0.02,0.34,0.54,0.35,0.31,0.59,0.96,0.61,0.81,4,2,3,4,AI/ML Engineer
1.0,0.35,0.17,0.31,0.22,0.0,0.18,0.29,0.15,0.1,0.59,1.0,0.51,0.8,4,1,1,4,AI/ML Engineer
0.89,0.36,0.29,0.01,0.2,0.0,0.13,0.23,0.0,0.0,0.7,0.73,0.68,0.74,2,1,3,4,AI/ML Engineer
0.77,0.1,0.25,0.36,0.0,0.0,0.25,0.24,0.38,0.0,0.64,0.75,0.61,1.0,2,2,2,4,AI/ML Engineer
1.0,0.48,0.0,0.1,0.07,0.0,0.0,0.21,0.11,0.04,0.6,0.86,0.42,1.0,3,1,3,4,AI/ML Engineer
0.95,0.22,0.11,0.28,0.18,0.01,0.21,0.12,0.0,0.01,0.61,1.0,0.27,0.68,4,2,2,4,AI/ML Engineer
0.94,0.29,0.42,0.0,0.13,0.11,0.13,0.64,0.14,0.18,0.8,0.81,0.65,0.97,4,3,2,4,AI/ML Engineer
0.93,0.27,0.28,0.13,0.06,0.11,0.07,0.5,0.29,0.0,0.51,0.8,0.35,0.7,3,1,3,4,AI/ML Engineer
1.0,0.39,0.29,0.0,0.24,0.15,0.27,0.29,0.19,0.0,0.6,1.0,0.59,0.88,2,2,1,4,AI/ML Engineer
0.99,0.35,0.1,0.12,0.0,0.0,0.01,0.45,0.12,0.06,0.65,0.63,0.53,0.81,4,3,3,4,AI/ML Engineer
0.9,0.28,0.39,0.18,0.04,0.15,0.05,0.37,0.0,0.15,0.68,0.88,0.59,0.79,3,1,3,4,AI/ML Engineer
0.88,0.3,0.19,0.23,0.14,0.06,0.1,0.19,0.0,0.26,0.8,0.88,0.44,1.0,2,3,1,4,AI/ML Engineer
1.0,0.3,0.01,0.18,0.3,0.0,0.17,0.34,0.01,0.0,0.62,0.78,0.46,0.8,2,3,4,4,AI/ML Engineer
1.0,0.48,0.35,0.0,0.0,0.0,0.19,0.18,0.23,0.0,0.82,0.95,0.37,1.0,2,2,3,4,AI/ML Engineer
0.85,0.25,0.27,0.18,0.45,0.0,0.21,0.32,0.14,0.27,0.8,0.71,0.58,0.6,3,2,4,4,AI/ML Engineer
1.0,0.28,0.08,0.0,0.12,0.02,0.15,0.52,0.15,0.29,0.58,0.76,0.52,1.0,4,2,1,4,AI/ML Engineer
1.0,0.4,0.18,0.0,0.1,0.01,0.14,0.39,0.0,0.0,0.74,0.85,0.5,0.91,2,2,3,4,AI/ML Engineer
1.0,0.26,0.03,0.08,0.07,0.23,0.24,0.59,0.24,0.05,0.48,1.0,0.66,0.69,2,1,1,4,AI/ML Engineer
1.0,0.24,0.33,0.05,0.09,0.16,0.44,0.51,0.09,0.11,0.51,0.97,0.61,0.88,2,2,3,4,AI/ML Engineer
0.85,0.2,0.23,0.24,0.14,0.21,0.19,0.42,0.3,0.2,0.81,0.82,0.5,0.9,4,3,1,4,AI/ML Engineer
1.0,0.18,0.34,0.07,0.19,0.21,0.26,0.61,0.12,0.04,0.45,0.58,0.58,0.83,4,1,3,4,AI/ML Engineer
1.0,0.39,0.17,0.2,0.09,0.2,0.22,0.41,0.09,0.0,0.93,0.74,0.34,0.82,2,1,1,4,AI/ML Engineer
0.91,0.25,0.22,0.15,0.06,0.0,0.19,0.32,0.13,0.28,0.54,0.99,0.56,0.98,2,3,2,4,AI/ML Engineer
0.99,0.45,0.29,0.15,0.08,0.0,0.24,0.49,0.03,0.06,0.83,0.8,0.47,0.84,2,3,3,4,AI/ML Engineer
1.0,0.33,0.13,0.06,0.0,0.13,0.02,0.48,0.04,0.0,0.83,1.0,0.55,0.82,2,3,1,4,AI/ML Engineer
0.92,0.15,0.25,0.08,0.08,0.0,0.21,0.45,0.22,0.04,0.6,0.79,0.61,1.0,4,1,2,4,AI/ML Engineer
0.83,0.09,0.17,0.06,0.05,0.13,0.37,0.36,0.12,0.19,0.77,0.78,0.51,0.92,2,1,2,4,AI/ML Engineer
0.96,0.2,0.22,0.22,0.19,0.13,0.32,0.53,0.32,0.24,0.78,0.96,0.53,0.82,4,3,1,4,AI/ML Engineer
0.83,0.51,0.04,0.29,0.24,0.0,0.0,0.49,0.05,0.0,0.92,0.71,0.41,0.78,3,1,3,4,AI/ML Engineer
0.88,0.37,0.35,0.03,0.23,0.08,0.26,0.19,0.0,0.2,0.73,0.9,0.37,0.8,2,1,3,4,AI/ML Engineer
0.83,0.32,0.22,0.07,0.14,0.1,0.21,0.32,0.22,0.05,0.54,0.76,0.46,0.97,2,2,3,4,AI/ML Engineer
1.0,0.28,0.14,0.0,0.08,0.13,0.08,0.38,0.0,0.08,0.91,0.87,0.31,0.89,2,3,3,4,AI/ML Engineer
0.61,0.15,0.21,0.17,0.06,0.26,0.32,0.38,0.07,0.15,0.7,0.68,0.46,0.93,3,3,1,4,AI/ML Engineer
1.0,0.23,0.2,0.18,0.01,0.08,0.17,0.45,0.11,0.01,0.66,0.98,0.57,0.91,4,2,3,4,AI/ML Engineer
0.84,0.49,0.03,0.03,0.16,0.0,0.23,0.43,0.08,0.2,0.67,0.88,0.64,0.94,4,3,3,4,AI/ML Engineer
0.8,0.29,0.09,0.19,0.2,0.0,0.1,0.22,0.04,0.15,0.67,0.78,0.66,0.57,3,3,3,4,AI/ML Engineer
0.95,0.36,0.01,0.0,0.08,0.0,0.1,0.36,0.18,0.06,0.83,0.73,0.35,1.0,4,2,3,4,AI/ML Engineer
0.93,0.42,0.18,0.38,0.12,0.23,0.3,0.4,0.03,0.14,0.76,0.78,0.52,1.0,4,2,3,4,AI/ML Engineer
0.91,0.16,0.34,0.27,0.28,0.0,0.39,0.36,0.35,0.17,0.73,0.85,0.5,0.77,4,3,1,4,AI/ML Engineer
0.95,0.28,0.24,0.07,0.0,0.08,0.24,0.42,0.09,0.04,0.64,0.8,0.63,0.74,2,3,3,4,AI/ML Engineer
0.65,0.14,0.24,0.22,0.15,0.12,0.49,0.46,0.0,0.22,0.62,0.77,0.33,0.8,4,2,1,4,AI/ML Engineer
1.0,0.09,0.11,0.0,0.14,0.0,0.33,0.54,0.2,0.01,0.62,0.8,0.63,0.65,4,3,1,4,AI/ML Engineer
0.93,0.3,0.19,0.17,0.05,0.14,0.24,0.43,0.16,0.13,0.69,0.7,0.66,1.0,4,3,3,4,AI/ML Engineer
1.0,0.47,0.26,0.0,0.22,0.0,0.25,0.53,0.12,0.3,0.53,1.0,0.48,1.0,2,1,2,4,AI/ML Engineer
0.93,0.29,0.28,0.08,0.01,0.13,0.16,0.47,0.0,0.0,0.86,1.0,0.72,0.84,3,2,2,4,AI/ML Engineer
0.9,0.38,0.09,0.02,0.3,0.0,0.26,0.25,0.0,0.27,0.71,1.0,0.58,0.75,3,1,3,4,AI/ML Engineer
0.89,0.09,0.08,0.0,0.26,0.17,0.29,0.47,0.12,0.28,0.63,0.86,0.59,0.69,2,2,3,4,AI/ML Engineer
0.92,0.45,0.23,0.13,0.02,0.0,0.19,0.6,0.04,0.03,0.68,1.0,0.59,1.0,2,2,1,4,AI/ML Engineer
0.72,0.43,0.28,0.0,0.08,0.0,0.19,0.45,0.27,0.0,0.64,0.72,0.59,0.66,2,3,4,4,AI/ML Engineer
0.84,0.29,0.01,0.18,0.05,0.07,0.21,0.16,0.02,0.12,0.68,1.0,0.65,0.87,2,2,4,4,AI/ML Engineer
1.0,0.08,0.2,0.01,0.04,0.17,0.03,0.42,0.1,0.0,0.72,0.76,0.76,0.99,4,1,4,4,AI/ML Engineer
0.87,0.18,0.12,0.08,0.04,0.15,0.21,0.52,0.09,0.12,0.92,0.8,0.47,0.99,2,3,1,4,AI/ML Engineer
1.0,0.31,0.21,0.03,0.08,0.07,0.36,0.43,0.18,0.11,0.65,0.89,0.69,0.72,2,2,2,4,AI/ML Engineer
0.85,0.21,0.26,0.39,0.22,0.25,0.18,0.33,0.01,0.04,0.45,0.76,0.43,0.83,3,2,2,4,AI/ML Engineer
0.98,0.35,0.26,0.0,0.13,0.12,0.31,0.39,0.34,0.11,0.64,0.73,0.44,0.75,4,1,4,4,AI/ML Engineer
0.83,0.34,0.19,0.15,0.17,0.26,0.25,0.54,0.11,0.15,0.75,0.88,0.52,1.0,3,2,3,4,AI/ML Engineer
1.0,0.36,0.24,0.33,0.19,0.0,0.0,0.37,0.17,0.22,0.55,0.94,0.64,0.92,2,3,1,4,AI/ML Engineer
1.0,0.26,0.24,0.11,0.0,0.02,0.37,0.68,0.0,0.23,0.74,1.0,0.43,0.96,2,1,2,4,AI/ML Engineer
0.81,0.47,0.27,0.15,0.29,0.0,0.11,0.47,0.01,0.06,0.85,0.9,0.36,0.9,2,3,2,4,AI/ML Engineer
1.0,0.34,0.24,0.2,0.0,0.05,0.11,0.48,0.0,0.17,0.67,0.81,0.61,0.69,2,2,2,4,AI/ML Engineer
0.9,0.32,0.28,0.0,0.13,0.26,0.27,0.41,0.18,0.15,0.79,0.61,0.31,0.97,4,3,3,4,AI/ML Engineer
0.86,0.29,0.22,0.17,0.21,0.24,0.36,0.41,0.0,0.03,0.87,0.87,0.76,0.8,4,1,3,4,AI/ML Engineer
0.88,0.29,0.0,0.09,0.31,0.15,0.12,0.34,0.14,0.04,0.76,0.79,0.38,0.99,4,1,2,4,AI/ML Engineer
1.0,0.4,0.41,0.25,0.15,0.21,0.09,0.49,0.0,0.06,0.33,0.9,0.42,0.98,2,2,2,4,AI/ML Engineer
0.95,0.3,0.14,0.0,0.03,0.3,0.33,0.31,0.03,0.36,0.58,0.76,0.45,0.69,4,1,2,4,AI/ML Engineer
0.92,0.19,0.14,0.05,0.36,0.19,0.19,0.45,0.21,0.13,0.58,0.83,0.38,0.81,3,3,2,4,AI/ML Engineer
0.98,0.15,0.3,0.13,0.25,0.05,0.25,0.49,0.15,0.3,0.5,0.87,0.45,0.79,3,3,2,4,AI/ML Engineer
0.77,0.53,0.29,0.0,0.2,0.19,0.37,0.33,0.2,0.07,0.63,0.75,0.27,0.91,3,3,3,4,AI/ML Engineer
1.0,0.4,0.09,0.08,0.0,0.0,0.0,0.28,0.08,0.0,0.54,0.92,0.33,0.83,2,1,4,4,AI/ML Engineer
0.87,0.31,0.28,0.0,0.27,0.16,0.6,0.65,0.1,0.31,0.8,0.88,0.3,0.68,2,1,2,4,AI/ML Engineer
0.89,0.17,0.09,0.19,0.21,0.0,0.13,0.32,0.28,0.21,0.78,0.73,0.29,1.0,2,3,3,4,AI/ML Engineer
0.87,0.12,0.09,0.01,0.16,0.24,0.02,0.44,0.0,0.18,0.63,0.72,0.6,0.78,2,3,1,4,AI/ML Engineer
0.69,0.3,0.27,0.26,0.28,0.08,0.29,0.3,0.05,0.26,0.7,0.87,0.38,0.9,2,3,4,4,AI/ML Engineer
0.78,0.11,0.07,0.12,0.0,0.0,0.09,0.44,0.0,0.24,0.56,0.85,0.45,0.87,2,2,3,4,AI/ML Engineer
1.0,0.28,0.19,0.26,0.0,0.08,0.28,0.53,0.0,0.0,0.4,0.95,0.52,1.0,4,1,3,4,AI/ML Engineer
0.94,0.33,0.16,0.02,0.11,0.22,0.16,0.35,0.2,0.0,0.84,0.75,0.61,0.89,2,2,1,4,AI/ML Engineer
0.96,0.09,0.49,0.04,0.19,0.1,0.1,0.29,0.29,0.21,0.93,0.86,0.53,0.82,4,3,2,4,AI/ML Engineer
0.98,0.5,0.2,0.19,0.35,0.26,0.34,0.36,0.13,0.0,0.76,0.88,0.5,0.97,2,1,4,4,AI/ML Engineer
0.98,0.18,0.2,0.0,0.02,0.12,0.13,0.27,0.27,0.0,0.42,0.92,0.47,0.85,4,1,3,4,AI/ML Engineer
1.0,0.48,0.29,0.13,0.18,0.18,0.09,0.42,0.28,0.08,0.72,0.82,0.22,0.85,4,3,3,4,AI/ML Engineer
1.0,0.25,0.51,0.09,0.23,0.04,0.24,0.44,0.16,0.0,0.75,0.79,0.6,0.74,3,3,3,4,AI/ML Engineer
0.87,0.46,0.1,0.27,0.29,0.0,0.21,0.35,0.0,0.0,0.79,1.0,0.61,0.89,2,3,3,4,AI/ML Engineer
1.0,0.29,0.22,0.0,0.01,0.06,0.22,0.35,0.0,0.01,0.84,0.88,0.57,0.74,2,1,4,4,AI/ML Engineer
1.0,0.38,0.53,0.17,0.02,0.14,0.41,0.62,0.03,0.13,0.53,0.95,0.69,0.85,2,3,1,4,AI/ML Engineer
1.0,0.39,0.08,0.0,0.07,0.19,0.22,0.32,0.13,0.06,0.81,0.89,0.46,0.88,3,2,1,4,AI/ML Engineer
0.94,0.45,0.0,0.03,0.15,0.14,0.15,0.37,0.14,0.05,0.57,0.83,0.52,0.6,3,3,1,4,AI/ML Engineer
0.94,0.14,0.1,0.33,0.04,0.33,0.05,0.27,0.06,0.09,0.81,0.9,0.45,0.83,4,3,4,4,AI/ML Engineer
1.0,0.19,0.09,0.13,0.15,0.0,0.14,0.53,0.0,0.14,0.64,1.0,0.57,0.96,4,3,1,4,AI/ML Engineer
0.73,0.41,0.45,0.14,0.25,0.13,0.29,0.45,0.04,0.03,0.84,0.84,0.48,0.83,3,2,3,4,AI/ML Engineer
0.78,0.28,0.08,0.22,0.17,0.06,0.28,0.22,0.09,0.0,0.82,0.89,0.58,0.78,2,2,3,4,AI/ML Engineer
0.89,0.17,0.05,0.18,0.0,0.0,0.37,0.36,0.19,0.15,0.68,0.65,0.34,0.69,4,2,3,4,AI/ML Engineer
0.98,0.11,0.2,0.0,0.22,0.15,0.28,0.44,0.33,0.22,0.9,0.74,0.43,0.56,3,3,1,4,AI/ML Engineer
1.0,0.27,0.12,0.23,0.13,0.01,0.23,0.2,0.11,0.18,0.68,0.94,0.6,0.88,4,2,4,4,AI/ML Engineer
0.79,0.07,0.06,0.39,0.19,0.12,0.18,0.37,0.24,0.04,0.77,0.81,0.73,0.94,2,1,2,4,AI/ML Engineer
1.0,0.02,0.33,0.19,0.22,0.21,0.24,0.32,0.15,0.13,0.81,0.92,0.51,0.9,4,1,3,4,AI/ML Engineer
0.95,0.28,0.27,0.0,0.16,0.15,0.03,0.17,0.03,0.12,0.73,1.0,0.52,0.68,2,2,1,4,AI/ML Engineer
0.81,0.3,0.13,0.07,0.28,0.0,0.37,0.29,0.2,0.23,0.75,0.7,0.53,1.0,4,1,1,4,AI/ML Engineer
0.8,0.34,0.27,0.19,0.14,0.07,0.32,0.41,0.04,0.08,0.49,0.83,0.58,0.89,3,2,1,4,AI/ML Engineer
1.0,0.1,0.2,0.03,0.1,0.24,0.03,0.43,0.03,0.24,0.75,0.83,0.41,1.0,2,3,4,4,AI/ML Engineer
0.84,0.46,0.24,0.23,0.23,0.18,0.26,0.44,0.34,0.06,0.64,0.19,0.42,0.44,3,2,3,5,DevOps Engineer
0.47,0.28,0.19,0.0,0.38,0.09,0.51,0.31,0.03,0.22,1.0,0.3,0.66,0.58,1,2,3,5,DevOps Engineer
0.53,0.31,0.35,0.15,0.46,0.25,0.29,0.39,0.0,0.07,0.87,0.22,0.79,0.59,3,1,3,5,DevOps Engineer
0.9,0.24,0.28,0.23,0.4,0.27,0.48,0.43,0.14,0.1,0.74,0.34,0.62,0.47,2,1,1,5,DevOps Engineer
0.73,0.15,0.07,0.08,0.15,0.18,0.67,0.24,0.0,0.08,0.89,0.18,0.35,0.76,3,2,3,5,DevOps Engineer
0.6,0.23,0.21,0.02,0.17,0.34,0.33,0.32,0.14,0.03,1.0,0.17,0.53,0.63,2,2,3,5,DevOps Engineer
0.78,0.22,0.07,0.21,0.26,0.3,0.4,0.32,0.17,0.02,0.8,0.44,0.57,0.59,2,1,1,5,DevOps Engineer
0.76,0.51,0.2,0.11,0.29,0.04,0.44,0.12,0.09,0.11,0.91,0.14,0.41,0.68,2,2,2,5,DevOps Engineer
0.69,0.2,0.22,0.24,0.28,0.22,0.39,0.4,0.02,0.0,0.96,0.42,0.55,0.52,2,2,1,5,DevOps Engineer
0.82,0.31,0.41,0.11,0.24,0.0,0.31,0.26,0.28,0.04,1.0,0.16,0.41,0.74,3,2,2,5,DevOps Engineer
0.67,0.35,0.17,0.03,0.16,0.37,0.6,0.34,0.07,0.08,1.0,0.42,0.44,0.73,1,2,2,5,DevOps Engineer
0.58,0.34,0.05,0.1,0.13,0.36,0.36,0.22,0.0,0.0,0.95,0.42,0.61,0.77,3,2,2,5,DevOps Engineer
0.43,0.38,0.22,0.29,0.21,0.26,0.28,0.29,0.0,0.26,1.0,0.24,0.53,0.6,3,2,2,5,DevOps Engineer
0.67,0.59,0.19,0.11,0.36,0.3,0.41,0.36,0.12,0.01,0.77,0.38,0.68,0.4,1,2,3,5,DevOps Engineer
0.64,0.39,0.12,0.17,0.37,0.23,0.48,0.26,0.0,0.11,0.91,0.26,0.58,0.69,2,1,3,5,DevOps Engineer
0.58,0.34,0.34,0.04,0.19,0.22,0.24,0.22,0.25,0.11,0.67,0.08,0.52,0.7,3,1,3,5,DevOps Engineer
0.74,0.36,0.0,0.35,0.23,0.09,0.37,0.48,0.36,0.12,1.0,0.31,0.38,0.78,1,1,3,5,DevOps Engineer
0.56,0.39,0.37,0.1,0.47,0.19,0.26,0.27,0.28,0.03,0.88,0.44,0.63,0.64,3,1,3,5,DevOps Engineer
0.71,0.52,0.32,0.0,0.59,0.2,0.55,0.16,0.0,0.0,0.51,0.55,0.53,0.49,3,2,1,5,DevOps Engineer
0.75,0.35,0.06,0.0,0.31,0.32,0.44,0.41,0.05,0.11,0.9,0.08,0.71,0.74,2,1,3,5,DevOps Engineer
0.62,0.37,0.31,0.25,0.21,0.27,0.34,0.23,0.24,0.03,0.93,0.32,0.37,0.72,3,1,1,5,DevOps Engineer
0.88,0.53,0.3,0.24,0.19,0.1,0.61,0.27,0.0,0.15,0.88,0.31,0.21,0.28,2,2,2,5,DevOps Engineer
0.83,0.2,0.21,0.3,0.32,0.46,0.57,0.22,0.0,0.03,0.95,0.34,0.58,0.49,3,2,2,5,DevOps Engineer
0.68,0.37,0.07,0.11,0.57,0.3,0.39,0.33,0.1,0.13,0.85,0.36,0.56,0.6,3,2,2,5,DevOps Engineer
0.73,0.32,0.28,0.05,0.22,0.34,0.49,0.2,0.33,0.03,0.91,0.44,0.64,0.52,2,1,1,5,DevOps Engineer
0.74,0.52,0.18,0.08,0.44,0.2,0.44,0.42,0.1,0.19,0.89,0.42,0.55,0.57,3,2,1,5,DevOps Engineer
0.57,0.25,0.0,0.16,0.34,0.14,0.32,0.22,0.17,0.0,0.85,0.12,0.59,0.56,3,1,3,5,DevOps Engineer
0.83,0.28,0.14,0.0,0.46,0.17,0.31,0.39,0.06,0.0,0.8,0.31,0.37,0.59,2,1,3,5,DevOps Engineer
0.75,0.31,0.18,0.09,0.2,0.2,0.33,0.26,0.06,0.07,1.0,0.28,0.62,0.78,2,1,2,5,DevOps Engineer
0.59,0.45,0.06,0.2,0.25,0.13,0.34,0.17,0.21,0.12,1.0,0.44,0.56,0.43,3,2,2,5,DevOps Engineer
0.75,0.22,0.13,0.02,0.25,0.19,0.56,0.18,0.31,0.0,1.0,0.24,0.39,0.76,2,1,3,5,DevOps Engineer
0.61,0.52,0.28,0.17,0.29,0.45,0.4,0.48,0.03,0.19,1.0,0.2,0.56,0.52,2,2,2,5,DevOps Engineer
0.77,0.26,0.39,0.16,0.14,0.24,0.58,0.37,0.13,0.06,0.89,0.3,0.21,0.66,2,2,1,5,DevOps Engineer
0.8,0.3,0.26,0.0,0.18,0.25,0.37,0.11,0.14,0.0,1.0,0.04,0.51,0.47,3,2,2,5,DevOps Engineer
0.68,0.31,0.05,0.2,0.2,0.1,0.4,0.4,0.0,0.21,0.64,0.34,0.36,0.5,2,2,2,5,DevOps Engineer
0.77,0.41,0.24,0.14,0.42,0.25,0.52,0.04,0.09,0.11,0.89,0.31,0.45,0.69,2,2,3,5,DevOps Engineer
0.65,0.13,0.22,0.21,0.28,0.26,0.27,0.38,0.0,0.14,0.99,0.31,0.35,0.46,2,2,2,5,DevOps Engineer
0.78,0.24,0.23,0.11,0.19,0.31,0.41,0.24,0.0,0.2,0.93,0.22,0.44,0.6,1,1,2,5,DevOps Engineer
0.63,0.33,0.2,0.21,0.36,0.19,0.6,0.24,0.0,0.16,0.9,0.33,0.59,0.58,3,2,2,5,DevOps Engineer
0.57,0.18,0.33,0.0,0.29,0.24,0.57,0.24,0.19,0.09,0.64,0.31,0.49,0.65,3,2,2,5,DevOps Engineer
0.52,0.14,0.0,0.07,0.33,0.04,0.37,0.33,0.18,0.12,0.94,0.3,0.38,0.5,3,2,2,5,DevOps Engineer
0.52,0.38,0.32,0.0,0.32,0.26,0.4,0.35,0.11,0.18,1.0,0.39,0.64,0.47,2,2,3,5,DevOps Engineer
0.66,0.24,0.12,0.35,0.18,0.22,0.47,0.38,0.09,0.07,0.95,0.33,0.47,0.41,2,2,2,5,DevOps Engineer
0.67,0.4,0.4,0.0,0.4,0.31,0.56,0.0,0.3,0.15,0.96,0.42,0.26,0.72,3,2,3,5,DevOps Engineer
0.62,0.3,0.41,0.15,0.34,0.11,0.56,0.27,0.0,0.15,0.98,0.26,0.23,0.47,1,2,1,5,DevOps Engineer
0.54,0.3,0.1,0.26,0.23,0.08,0.6,0.36,0.43,0.0,0.92,0.36,0.5,0.56,1,2,1,5,DevOps Engineer
0.68,0.29,0.36,0.23,0.53,0.27,0.63,0.33,0.08,0.05,0.88,0.28,0.42,0.53,3,2,3,5,DevOps Engineer
0.76,0.29,0.4,0.25,0.42,0.29,0.25,0.38,0.15,0.17,0.96,0.35,0.82,0.59,3,1,3,5,DevOps Engineer
